ItemID,ItemName,Korean,UnlockedFlag,Type,Quality
214,Anemic,빈혈증,1,Passive,1
215,Goat Head,염소 머리,1,Passive,3
216,Ceremonial Robes,의식용 로브,1,Passive,3
217,Mom's Wig,엄마의 가발,1,Passive,2
218,Placenta,태반,1,Passive,2
219,Old Bandage,낡은 밴드,1,Passive,2
220,Sad Bombs,눈물 폭탄,1,Passive,2
221,Rubber Cement,고무 접착제,1,Passive,3
222,Anti-Gravity,반중력,1,Passive,1
223,Pyromaniac,방화광,1,Passive,4
224,Cricket's Body,크리켓의 몸,1,Passive,3
225,Gimpy,김피,1,Passive,2
226,Black Lotus,검은 연꽃,1,Passive,2
227,Piggy Bank,돼지 저금통,1,Passive,1
228,Mom's Perfume,엄마의 향수,1,Passive,2
229,Monstro's Lung,몬스트로의 폐,1,Passive,2
230,Abaddon,아바돈,1,Passive,3
231,Ball of Tar,타르 덩어리,1,Passive,2
232,Stop Watch,스톱워치,1,Passive,4
233,Tiny Planet,소행성,1,Passive,0
234,Infestation 2,감염 2,1,Passive,3
236,E. Coli,대장균,1,Passive,0
237,Death's Touch,죽음의 손길,1,Passive,3
238,Key Piece 1,열쇠 조각 1,1,Passive,0
239,Key Piece 2,열쇠 조각 2,1,Passive,0
240,Experimental Treatment,임상시험,1,Passive,1
241,Contract From Below,지하로부터의 계약,1,Passive,2
242,Infamy,악명,1,Passive,2
243,Trinity Shield,삼위일체 방패,1,Passive,2
244,Tech.5,기계 0.5,1,Passive,3
245,20/20,시력 2.0,1,Passive,4
246,Blue Map,파란 지도,1,Passive,1
247,BFFS!,베프들!,1,Passive,2
248,Hive Mind,군체의식,1,Passive,2
249,There's Options,추가 선택권,1,Passive,3
250,Bogo Bombs,1+1 폭탄,1,Passive,1
251,Starter Deck,스타터 덱,1,Passive,2
252,Little Baggy,작은 주머니,1,Passive,0
253,Magic Scab,마법의 딱쟁이,1,Passive,2
254,Blood Clot,응고혈,1,Passive,2
255,Screw,나사못,1,Passive,2
256,Hot Bombs,불폭탄,1,Passive,1
257,Fire Mind,불타는 마음,1,Passive,2
258,Missing No.,,1,Passive,0
259,Dark Matter,암흑 물질,1,Passive,3
260,Black Candle,검은 양초,1,Passive,3
261,Proptosis,안구 돌출증,1,Passive,3
262,Missing Page 2,찢어진 페이지 2,1,Passive,0
263,Clear Rune,투명한 룬,1,Active,2
264,Smart Fly,똑똑한 파리,1,Passive,1
265,Dry Baby,마른 아기,1,Passive,3
266,Juicy Sack,축축한 알집,1,Passive,2
267,Robo-Baby 2.0,로보 아기 2.0,1,Passive,1
268,Rotten Baby,썩은 아기,1,Passive,3
269,Headless Baby,머리없는 아기,1,Passive,1
270,Leech,거머리,1,Passive,2
271,Mystery Sack,수수께끼의 주머니,1,Passive,2
272,BBF,베프,1,Passive,0
273,Bob's Brain,밥의 뇌,1,Passive,0
274,Best Bud,최고의 짝꿍,1,Passive,0
275,Lil Brimstone,꼬마 유황,1,Passive,2
276,Isaac's Heart,아이작의 심장,1,Passive,0
277,Lil Haunt,꼬마 유령,1,Passive,1
278,Dark Bum,악마 거지,1,Passive,3
279,Big Fan,왕팬,1,Passive,1
280,Sissy Longlegs,눈나 거미,1,Passive,1
281,Punching Bag,샌드백,1,Passive,1
282,How to Jump,점프 하는 법,1,Active,1
283,D100,100면 주사위,1,Active,1
284,D4,4면 주사위,1,Active,1
285,D10,10면 주사위,1,Active,1
286,Blank Card,빈 카드,1,Active,2
287,Book of Secrets,비밀의 책,1,Active,0
288,Box of Spiders,거미 상자,1,Active,1
289,Red Candle,빨간 양초,1,Active,1
290,The Jar,유리병,1,Active,0
291,Flush!,쏴아!,1,Active,1
292,Satanic Bible,사탄경,1,Active,3
293,Head of Krampus,크람푸스의 머리,1,Active,1
294,Butter Bean,흰강낭콩,1,Active,0
295,Magic Fingers,침대 안마기,1,Active,0
296,Converter,변환기,1,Active,1
297,Pandora's Box,판도라의 상자,1,Active,2
298,Unicorn Stump,유니콘의 잘린 뿔,1,Active,1
299,Taurus,황소자리,1,Passive,1
300,Aries,양자리,1,Passive,2
301,Cancer,게자리,1,Passive,3
302,Leo,사자자리,1,Passive,1
303,Virgo,처녀자리,1,Passive,2
304,Libra,천칭자리,1,Passive,1
305,Scorpio,전갈자리,1,Passive,3
306,Sagittarius,사수자리,1,Passive,3
307,Capricorn,염소자리,1,Passive,3
308,Aquarius,물병자리,1,Passive,2
309,Pisces,물고기자리,1,Passive,2
310,Eve's Mascara,이브의 마스카라,1,Passive,3
311,Judas' Shadow,유다의 그림자,1,Passive,3
312,Maggy's Bow,매기의 리본,1,Passive,2
313,Holy Mantle,신성한 망토,1,Passive,4
314,Thunder Thighs,살찐 허벅지,1,Passive,1
315,Strange Attractor,이상한 끌개,1,Passive,0
316,Cursed Eye,저주받은 눈알,1,Passive,0
317,Mysterious Liquid,이상한 액체,1,Passive,3
318,Gemini,쌍둥이자리,1,Passive,1
319,Cain's Other Eye,카인의 왼쪽 눈,1,Passive,2
320,???'s Only Friend,???의 하나뿐인 친구,1,Passive,1
321,Samson's Chains,삼손의 쇠사슬,1,Passive,1
322,Mongo Baby,누더기 아기,1,Passive,2
323,Isaac's Tears,아이작의 눈물,1,Active,1
324,Undefined,,1,Active,1
325,Scissors,가위,1,Active,0
326,Breath of Life,생명의 숨결,1,Active,1
327,The Polaroid,즉석사진,1,Passive,2
328,The Negative,반전사진,1,Passive,2
329,The Ludovico Technique,루도비코 요법,1,Passive,1
330,Soy Milk,두유,1,Passive,2
331,Godhead,신,1,Passive,4
332,Lazarus' Rags,나사로의 붕대,1,Passive,1
333,The Mind,정신,1,Passive,3
334,The Body,육체,1,Passive,3
335,The Soul,영혼,1,Passive,3
336,Dead Onion,죽은 양파,1,Passive,2
337,Broken Watch,부서진 시계,1,Passive,1
338,The Boomerang,부메랑,1,Active,1
339,Safety Pin,안전핀,1,Passive,1
340,Caffeine Pill,카페인 정,1,Passive,1
341,Torn Photo,찢어진 사진,1,Passive,3
342,Blue Cap,파란 환각버섯,1,Passive,3
343,Latch Key,현관 열쇠,1,Passive,1
344,Match Book,종이 성냥,1,Passive,1
345,Synthoil,합성 스테로이드,1,Passive,3
346,A Snack,과자,1,Passive,1
347,Diplopia,복시,1,Active,3
348,Placebo,위약,1,Active,1
349,Wooden Nickel,나무 동전,1,Active,1
350,Toxic Shock,독성 쇼크,1,Passive,3
351,Mega Bean,대빵 큰 콩,1,Active,1
352,Glass Cannon,유리 대포,1,Active,1
353,Bomber Boy,봄버맨,1,Passive,2
354,Crack Jacks,식품 완구,1,Passive,2
355,Mom's Pearls,엄마의 진주목걸이,1,Passive,2
356,Car Battery,자동차 건전지,1,Passive,3
357,Box of Friends,친구 상자,1,Active,1
358,The Wiz,법사,1,Passive,0
359,8 Inch Nails,8인치 대못,1,Passive,3
360,Incubus,인큐버스,1,Passive,4
361,Fate's Reward,운명의 보상,1,Passive,2
362,Lil Chest,꼬마 상자,1,Passive,2
363,Sworn Protector,맹세한 수호자,1,Passive,2
364,Friend Zone,사랑과 우정 사이,1,Passive,1
365,Lost Fly,길잃은 파리,1,Passive,2
366,Scatter Bombs,분산형 폭탄,1,Passive,1
367,Sticky Bombs,끈끈이 폭탄,1,Passive,1
368,Epiphora,유루증,1,Passive,1
369,Continuum,연속체,1,Passive,2
370,Mr. Dolly,돌리 씨,1,Passive,3
371,Curse of the Tower,탑의 저주,1,Passive,0
372,Charged Baby,충전지 아기,1,Passive,2
373,Dead Eye,명사수의 눈,1,Passive,3
374,Holy Light,신성한 빛,1,Passive,3
375,Host Hat,호스트 모자,1,Passive,3
376,Restock,재입고,1,Passive,2
377,Bursting Sack,터진 알주머니,1,Passive,1
378,Number Two,똥싸개,1,Passive,2
379,Pupula Duplex,두개의 눈동자,1,Passive,2
380,Pay to Play,정액제,1,Passive,2
381,Eden's Blessing,에덴의 축복,1,Passive,3
382,Friendly Ball,익숙한 공,1,Active,1
383,Tear Detonator,눈물 기폭제,1,Active,1
384,Lil Gurdy,꼬마 거디,1,Passive,1
385,Bumbo,범보,1,Passive,1
386,D12,12면 주사위,1,Active,1
387,Censer,향로,1,Passive,2
388,Key Bum,열쇠 거지,1,Passive,0
389,Rune Bag,룬 가방,1,Passive,3
390,Seraphim,세라핌,1,Passive,3
391,Betrayal,배신,1,Passive,1
392,Zodiac,황도궁,1,Passive,1
393,Serpent's Kiss,독뱀의 키스,1,Passive,2
394,Marked,조준,1,Passive,0
395,Tech X,기계 X,1,Passive,4
396,Ventricle Razor,심실 절단기,1,Active,1
397,Tractor Beam,조종 광선,1,Passive,3
398,God's Flesh,신의 살점,1,Passive,1
399,Maw of the Void,공허의 구렁텅이,1,Passive,3
400,Spear of Destiny,운명의 창,1,Passive,1
401,Explosivo,폭발물,1,Passive,3
402,Chaos,혼돈,1,Passive,3
403,Spider Mod,스파이더모드,1,Passive,1
404,Farting Baby,방귀쟁이 아기,1,Passive,1
405,GB Bug,게임 버그,1,Passive,1
406,D8,8면 주사위,1,Active,1
407,Purity,순도,1,Passive,3
408,Athame,마법 단검,1,Passive,3
409,Empty Vessel,빈 그릇,1,Passive,2
410,Evil Eye,악마의 눈,1,Passive,2
411,Lusty Blood,욕망의 피,1,Passive,3
412,Cambion Conception,몽마의 자식들,1,Passive,1
413,Immaculate Conception,원죄없는 잉태,1,Passive,1
414,More Options,더 많은 선택권,1,Passive,3
415,Crown of Light,빛의 왕관,1,Passive,4
416,Deep Pockets,넓은 가방,1,Passive,2
417,Succubus,서큐버스,1,Passive,3
418,Fruit Cake,과일 케이크,1,Passive,2
419,Teleport 2.0,순간이동 2.0,1,Active,3
420,Black Powder,검은 가루,1,Passive,0
421,Kidney Bean,강낭콩,1,Active,0
422,Glowing Hourglass,빛나는 모래시계,1,Active,3
423,Circle of Protection,보호의 고리,1,Passive,2
424,Sack Head,자루 머리,1,Passive,3
425,Night Light,손전등,1,Passive,1
426,Obsessed Fan,집착하는 추종자,1,Passive,0
427,Mine Crafter,마인크래프터,1,Active,1
428,PJs,잠옷,1,Passive,2
429,Head of the Keeper,키퍼의 머리,1,Passive,2
430,Papa Fly,파리 아저씨,1,Passive,1
431,Multidimensional Baby,다차원 아기,1,Passive,2
432,Glitter Bombs,반짝이 폭탄,1,Passive,2
433,My Shadow,내 그림자,1,Passive,1
434,Jar of Flies,파리 담은 병,1,Active,2
435,Lil Loki,꼬마 로키,1,Passive,1
436,Milk!,우유!,1,Passive,1
437,D7,7면체 주사위,1,Active,1
438,Binky,쪽쪽이,1,Passive,3
439,Mom's Box,엄마의 상자,1,Active,2
440,Kidney Stone,신장 결석,1,Passive,2
441,Mega Blast,메가 블래스트,1,Active,4
442,Dark Prince's Crown,어둠 왕자의 왕관,1,Passive,1
443,Apple!,사과!,1,Passive,3
444,Lead Pencil,연필,1,Passive,3
445,Dog Tooth,개 이빨,1,Passive,2
446,Dead Tooth,죽은 이빨,1,Passive,1
447,Linger Bean,납작한 콩,1,Passive,0
448,Shard of Glass,유리 조각,1,Passive,1
449,Metal Plate,강철판,1,Passive,1
450,Eye of Greed,탐욕의 눈,1,Passive,2
451,Tarot Cloth,타로 천,1,Passive,2
452,Varicose Veins,정맥류,1,Passive,0
453,Compound Fracture,복합 골절,1,Passive,3
454,Polydactyly,다지증,1,Passive,2
455,Dad's Lost Coin,아빠의 잃어버린 동전,1,Passive,1
456,Midnight Snack,곰팡이 핀 빵,1,Passive,1
457,Cone Head,콘헤드,1,Passive,2
458,Belly Button,배꼽,1,Passive,2
459,Sinus Infection,축농증,1,Passive,3
460,Glaucoma,녹내장,1,Passive,1
461,Parasitoid,기생자,1,Passive,3
462,Eye of Belial,벨리알의 눈,1,Passive,3
463,Sulfuric Acid,황산,1,Passive,2
464,Glyph of Balance,균형의 문장,1,Passive,2
465,Analog Stick,아날로그 스틱,1,Passive,2
466,Contagion,전염병,1,Passive,2
467,Finger!,손가락!,1,Passive,1
468,Shade,셰이드,1,Passive,0
469,Depression,우울증,1,Passive,1
470,Hushy,허쉬,1,Passive,0
471,Lil Monstro,꼬마 몬스트로,1,Passive,2
472,King Baby,아기 왕,1,Passive,1
473,Big Chubby,커다란 처비,1,Passive,1
474,Broken Glass Cannon,부서진 유리 대포,1,Passive,
475,Plan C,플랜 C,1,Active,0
476,D1,1면 주사위,1,Active,2
477,Void,공허,1,Active,3
478,Pause,일시정지,1,Active,0
479,Smelter,용광로,1,Active,2
480,Compost,퇴비,1,Active,0
481,Dataminer,데이터마이너,1,Active,0
482,Clicker,클리커,1,Active,0
483,Mama Mega!,맘마 메가!,1,Active,3
484,Wait What?,잠깐 뭐야?,1,Active,1
485,Crooked Penny,구부러진 동전,1,Active,2
486,Dull Razor,무딘 면도칼,1,Active,0
487,Potato Peeler,감자칼,1,Active,2
488,Metronome,메트로놈,1,Active,1
489,D Infinity,무한 주사위,1,Active,4
490,Eden's Soul,에덴의 영혼,1,Active,3
491,Acid Baby,산성 아기,1,Passive,2
492,YO LISTEN!,,1,Passive,2
493,Adrenaline,아드레날린,1,Passive,1
494,Jacob's Ladder,야곱의 사다리,1,Passive,3
495,Ghost Pepper,고스트 페퍼,1,Passive,3
496,Euthanasia,안락사,1,Passive,3
497,Camo Undies,위장 속옷,1,Passive,3
498,Duality,이중성,1,Passive,1
499,Eucharist,성찬,1,Passive,3
500,Sack of Sacks,자루 주머니,1,Passive,2
501,Greed's Gullet,탐욕의 식도,1,Passive,1
502,Large Zit,대왕 여드름,1,Passive,1
503,Little Horn,작은 뿔,1,Passive,3
504,Brown Nugget,갈색 너겟,1,Active,0
505,Poke Go,포켓 GO,1,Passive,2
506,Backstabber,배신자,1,Passive,3
507,Sharp Straw,날카로운 빨대,1,Active,2
508,Mom's Razor,엄마의 면도칼,1,Passive,1
509,Bloodshot Eye,피눈물 눈알,1,Passive,1
510,Delirious,정신착란,1,Active,1
511,Angry Fly,성난 파리,1,Passive,1
512,Black Hole,블랙홀,1,Active,1
513,Bozo,멍청이,1,Passive,2
514,Broken Modem,고장난 모뎀,1,Passive,3
515,Mystery Gift,수수께끼의 선물,1,Active,3
516,Sprinkler,스프링클러,1,Active,1
517,Fast Bombs,빠른 폭탄,1,Passive,1
518,Buddy in a Box,친구 든 상자,1,Passive,2
519,Lil Delirium,꼬마 델리리움,1,Passive,1
520,Jumper Cables,점퍼 케이블,1,Passive,3
521,Coupon,쿠폰,1,Active,2
522,Telekinesis,염동력,1,Active,1
523,Moving Box,수납상자,1,Active,1
524,Technology Zero,기계장치 0,1,Passive,3
525,Leprosy,문둥병,1,Passive,0
526,7 Seals,7개의 도장,1,Passive,2
527,Mr. ME!,미 씨!,1,Active,3
528,Angelic Prism,천사빛 프리즘,1,Passive,3
529,Pop!,뽁!,1,Passive,1
530,Death's List,죽음의 살생부,1,Passive,1
531,Haemolacria,피눈물병,1,Passive,4
532,Lachryphagy,눈물먹이,1,Passive,3
533,Trisagion,삼성송,1,Passive,3
534,Schoolbag,책가방,1,Passive,3
535,Blanket,담요,1,Passive,2
536,Sacrificial Altar,희생의 제단,1,Active,1
537,Lil Spewer,꼬마 구토쟁이,1,Passive,1
538,Marbles,구슬,1,Passive,2
539,Mystery Egg,이상한 알,1,Passive,0
540,Flat Stone,납작한 돌,1,Passive,2
541,Marrow,골수,1,Passive,1
542,Slipped Rib,빠진 갈비뼈,1,Passive,1
543,Hallowed Ground,성지,1,Passive,1
544,Pointy Rib,날카로운 갈비뼈,1,Passive,1
545,Book of the Dead,망자의 책,1,Active,2
546,Dad's Ring,아빠의 반지,1,Passive,2
547,Divorce Papers,이혼 서류,1,Passive,3
548,Jaw Bone,턱뼈,1,Passive,1
549,Brittle Bones,최약골,1,Passive,3
550,Broken Shovel,부러진 삽,1,Active,4
551,Broken Shovel,부러진 삽,1,Passive,4
552,Mom's Shovel,엄마의 삽,1,Active,4
553,Mucormycosis,털곰팡이균,1,Passive,3
554,2Spooky,넘나 무서운 것,1,Passive,1
555,Golden Razor,황금 면도날,1,Active,0
556,Sulfur,황,1,Active,2
557,Fortune Cookie,포츈 쿠키,1,Active,2
558,Eye Sore,흉물,1,Passive,1
559,120 Volt,120 볼트,1,Passive,2
560,It Hurts,너무 아파,1,Passive,1
561,Almond Milk,아몬드 우유,1,Passive,1
562,Rock Bottom,밑바닥,1,Passive,4
563,Nancy Bombs,낸시 폭탄,1,Passive,1
564,A Bar of Soap,비누 한 덩이,1,Passive,2
565,Blood Puppy,핏덩이 강아지,1,Passive,1
566,Dream Catcher,드림캐쳐,1,Passive,2
567,Paschal Candle,부활절 양초,1,Passive,3
568,Divine Intervention,신의 개입,1,Passive,1
569,Blood Oath,피의 맹세,1,Passive,1
570,Playdough Cookie,찰흙 쿠키,1,Passive,2
571,Orphan Socks,짝짝이 양말,1,Passive,2
572,Eye of the Occult,오컬트의 눈,1,Passive,3
573,Immaculate Heart,원죄없는 심장,1,Passive,3
574,Monstrance,성광,1,Passive,1
575,The Intruder,침입자,1,Passive,2
576,Dirty Mind,더러운 군집,1,Passive,1
577,Damocles,다모클레스,1,Active,3
578,Free Lemonade,공짜 레몬에이드,1,Active,0
579,Spirit Sword,영혼검,1,Passive,3
580,Red Key,붉은 열쇠,1,Active,3
581,Psy Fly,초능력 파리,1,Passive,4
582,Wavy Cap,어지러운 버섯,1,Active,0
583,Rocket in a Jar,로켓 든 병,1,Passive,1
584,Book of Virtues,미덕의 책,1,Active,3
585,Alabaster Box,석고 옥합,1,Active,1
586,The Stairway,천국의 계단,1,Passive,3
588,Sol,태양,1,Passive,2
589,Luna,달,1,Passive,3
590,Mercurius,수성,1,Passive,2
591,Venus,금성,1,Passive,2
592,Terra,지구,1,Passive,3
